machine_id,timestamp,latitude,longitude
M-01,2025-07-06 08:00:00,21.023769988601806,105.81242136871717
M-01,2025-07-06 08:03:00,21.023952531859866,105.81239617788916
M-01,2025-07-06 08:06:00,21.0238887115266,105.81215557399001
M-01,2025-07-06 08:09:00,21.023823831348793,105.81253327007563
M-01,2025-07-06 08:12:00,21.02357408917851,105.81276790500723
M-01,2025-07-06 08:15:00,21.023648969520004,105.81260738802987
M-01,2025-07-06 08:18:00,21.023224277782134,105.81266129502333
M-01,2025-07-06 08:21:00,21.023222798320575,105.81242952919914
M-01,2025-07-06 08:24:00,21.022921692481482,105.81211233423095
M-01,2025-07-06 08:27:00,21.023257704423788,105.8126053435366
M-01,2025-07-06 08:30:00,21.022903795183563,105.81299847091897
M-01,2025-07-06 08:33:00,21.022467863339156,105.81320456716945
M-01,2025-07-06 08:36:00,21.02249876025593,105.81286350393268
M-01,2025-07-06 08:39:00,21.022511898066963,105.81277744265944
M-01,2025-07-06 08:42:00,21.02204909669302,105.8128321384908
M-01,2025-07-06 08:45:00,21.02247800603073,105.81246760547623
M-01,2025-07-06 08:48:00,21.022194960515147,105.81221004561056
M-01,2025-07-06 08:51:00,21.022255444618693,105.81270903105859
M-01,2025-07-06 08:54:00,21.022195264425463,105.81222168646161
M-01,2025-07-06 08:57:00,21.02205938174122,105.81266855568428
M-01,2025-07-06 09:00:00,21.02168973645437,105.81309715530905
M-01,2025-07-06 09:03:00,21.02168132449824,105.81294502690044
M-01,2025-07-06 09:06:00,21.021862923597347,105.81308502519686
M-01,2025-07-06 09:09:00,21.021670295807894,105.81351293585809
M-01,2025-07-06 09:12:00,21.021601021522756,105.81330754832797
M-01,2025-07-06 09:15:00,21.02145035497759,105.8134739247279
M-01,2025-07-06 09:18:00,21.02156483649352,105.81353542784228
M-01,2025-07-06 09:21:00,21.02193276829982,105.81379727373472
M-01,2025-07-06 09:24:00,21.02205721923351,105.81361913053023
M-01,2025-07-06 09:27:00,21.022184669000357,105.81332917700162
M-01,2025-07-06 09:30:00,21.02216507927032,105.81295452650443
M-01,2025-07-06 09:33:00,21.02213870136399,105.81283144033084
M-01,2025-07-06 09:36:00,21.02199210170236,105.81278275090945
M-01,2025-07-06 09:39:00,21.02161456739729,105.8130276656711
M-01,2025-07-06 09:42:00,21.02182619423818,105.81352356430287
M-01,2025-07-06 09:45:00,21.021960730454275,105.81359870151655
M-01,2025-07-06 09:48:00,21.022116057259677,105.8136959789174
M-01,2025-07-06 09:51:00,21.02207344303965,105.8132823862984
M-01,2025-07-06 09:54:00,21.02234608464425,105.81351123883583
M-01,2025-07-06 09:57:00,21.02260119821337,105.81374649138016
M-01,2025-07-06 10:00:00,21.023002957845158,105.81424054067789
M-01,2025-07-06 10:03:00,21.022870264488283,105.81418992787526
M-01,2025-07-06 10:06:00,21.022555089296464,105.81410730708144
M-01,2025-07-06 10:09:00,21.02249248732252,105.81385581996031
M-01,2025-07-06 10:12:00,21.022381786439755,105.81418877075119
M-01,2025-07-06 10:15:00,21.022616348112713,105.81437346889278
M-01,2025-07-06 10:18:00,21.0222772023497,105.8147956943635
M-01,2025-07-06 10:21:00,21.02188709306373,105.81499436636835
M-01,2025-07-06 10:24:00,21.02161904296609,105.81516054965691
M-01,2025-07-06 10:27:00,21.02204934837045,105.81474291529314
M-01,2025-07-06 10:30:00,21.02240827541874,105.81499435600303
M-01,2025-07-06 10:33:00,21.022712629508174,105.8146320397282
M-01,2025-07-06 10:36:00,21.022670290971096,105.81497630733327
M-01,2025-07-06 10:39:00,21.022687576363285,105.81450978361227
M-01,2025-07-06 10:42:00,21.023170797783024,105.81447746865314
M-01,2025-07-06 10:45:00,21.023147203882967,105.8149146722956
M-01,2025-07-06 10:48:00,21.023393638627915,105.81479449762693
M-01,2025-07-06 10:51:00,21.022974290895803,105.8151212996237
M-01,2025-07-06 10:54:00,21.022556136876258,105.81541480526118
M-01,2025-07-06 10:57:00,21.022165551968033,105.81579592395074
